tx	gene_id	control_rep1	control_rep2	control_rep3	treatment_rep1	treatment_rep2	treatment_rep3
ENST00000472777	ENSG00000160209	287.585	75.192	138.205	175.767	143.542	255.922
ENST00000476313	ENSG00000160209	472.606	787.57	668.188	781.551	629.14	423.805
ENST00000481512	ENSG00000160209	128.168	186.434	107.479	167.31	165.908	152.729
ENST00000621478	ENSG00000160209	872.512	530.064	401.087	560.149	394.182	508.293
ENST00000490666	ENSG00000160209	250.423	148.64	164.119	397.958	170.665	189.27
ENST00000467908	ENSG00000160209	2172.612	1640.343	3006.068	1899.899	3326.817	2268.096
ENST00000343528	ENSG00000160209	696.357	504.197	513.574	644.104	308.385	294.011
ENST00000398078	ENSG00000160209	305.501	338.335	243.228	471.105	600.828	228.001
ENST00000468392	ENSG00000160209	473.624	220.475	308.54	190.255	480.89	280.477
ENST00000461123	ENSG00000160209	190.34	151.219	287.378	166.945	281.984	235.312
ENST00000639959	ENSG00000160213	866.998	644.438	1081.9	423.28	424.494	558.46
ENST00000291568	ENSG00000160213	582.369	608.481	634.9	596.845	420.447	520.383
ENST00000640406	ENSG00000160213	711.911	552.584	844.351	918.725	1392.855	647.823
ENST00000480147	ENSG00000160213	1150.722	1356.497	944.849	870.15	1017.205	1676.335
ENST00000475534	ENSG00000160214	109.775	218.268	171.541	228.042	265.103	150.293
ENST00000497547	ENSG00000160214	1300.264	590.34	438.55	1811.287	1301.246	728.673
ENST00000483896	ENSG00000160214	218.947	473.306	386.612	349.123	238.829	198.364
ENST00000492638	ENSG00000160214	609.02	291.949	354.858	319.701	444.815	364.77
ENST00000473988	ENSG00000160214	169	150	188	150	169	188
ENST00000467112	ENSG00000160214	677.292	1910.994	852.583	769.728	834.213	1797.344
ENST00000471909	ENSG00000160214	774.701	314.145	809.857	1533.119	865.794	758.556
ENST00000291572	ENSG00000160216	1171.422	3673.63	1581.259	1839.922	988.881	1845.248
ENST00000474735	ENSG00000160216	128	153	76	115	153	128
ENST00000448287	ENSG00000160216	198.341	202.988	201.11	123.666	142.295	141.693
ENST00000398061	ENSG00000160216	2223.049	1303.148	1177.492	956.064	1031.707	1417.508
ENST00000327505	ENSG00000160216	847.48	1140.886	798.236	1441.109	1805.07	1440.593
ENST00000445582	ENSG00000160216	111.1	205.303	174.196	187.138	179.459	136.986
ENST00000398063	ENSG00000160216	1845.494	2334.286	1123.403	1490.139	2048.598	1270.922
ENST00000398058	ENSG00000160216	1696.133	1310.152	1066.786	989.599	2840.629	776.21
ENST00000457068	ENSG00000160216	146.16	253.584	324.469	179.965	229.18	278.701
ENST00000448845	ENSG00000160216	235.038	176.961	115.3	177.523	118.709	118
ENST00000498670	ENSG00000160216	283.113	356.61	358.344	211.335	185.333	387.343
ENST00000422850	ENSG00000160216	240.569	185.803	653.819	490.814	405.168	465.436
ENST00000497909	ENSG00000160216	248.954	136.266	341.817	230.12	240.795	337.88
ENST00000546158	ENSG00000160216	488.31	1317.795	1027.841	1444.933	713.786	570.211
ENST00000479117	ENSG00000160216	381.357	472.589	510.796	574.354	437.762	517.255
ENST00000481319	ENSG00000160216	142.752	359.77	268.493	151.056	166.577	269.333
ENST00000467358	ENSG00000160216	1093.034	1788.65	1038.495	938.088	1181.596	1079.234
ENST00000484865	ENSG00000160216	99.696	138.58	277.144	214.176	106.455	182.448
ENST00000380221	ENSG00000160218	413.038	1084.225	501.791	1073.817	1084.451	1074.789
ENST00000291574	ENSG00000160218	4305.022	1853.451	1799.747	4108.462	1095.585	4200.606
ENST00000422875	ENSG00000160218	3098.232	1531.808	1364.224	1637.934	1453.366	1217.492
ENST00000481460	ENSG00000160218	220.671	113.65	145.909	115.445	110.486	217.107
ENST00000461889	ENSG00000160218	221.081	105.629	131.678	149.167	200.988	135.681
ENST00000459741	ENSG00000160218	1533.21	1131.884	1387.843	2149.828	2677.316	2612.181
ENST00000465905	ENSG00000160218	158.428	145.108	149.003	239.292	304.821	356.927
ENST00000483973	ENSG00000160218	115.026	162.505	408.365	260.139	119.751	122.207
ENST00000486746	ENSG00000160218	293.365	293.669	144.394	221.281	114.681	116.764
ENST00000469521	ENSG00000160218	242.038	277.321	185.522	280.611	233.38	204.891
ENST00000485621	ENSG00000160218	246.532	170.812	119.419	180.192	165.479	245.862
ENST00000468864	ENSG00000160218	1746.692	707.166	1662.385	1656.192	1382.109	1175.832
ENST00000291576	ENSG00000241945	833.601	1007.667	686.861	587.708	1972.641	751.818
ENST00000456705	ENSG00000241945	178.144	188.417	244.915	215.665	104.698	206.806
ENST00000486126	ENSG00000241945	135.688	163.576	173.414	152.347	78.915	183.106
ENST00000471490	ENSG00000241945	1337.959	1571.293	1328.328	1548.884	1676.529	1120.172
ENST00000494310	ENSG00000241945	215.622	435.768	451.122	187.9	333.204	152.885
ENST00000476948	ENSG00000241945	181.887	228.595	112.46	368.209	219.531	110.276
ENST00000291577	ENSG00000160221	574.653	591.632	433.788	566.575	555.442	389.076
ENST00000645487	ENSG00000160221	718.596	320.644	358.078	538.497	340.705	214.358
ENST00000644251	ENSG00000160221	921.326	539.372	277.836	371.695	466.939	440.643
ENST00000495007	ENSG00000160221	263.428	325.194	306.235	757.474	326.798	286.979
ENST00000427803	ENSG00000160221	533.7	538.42	615.281	510.636	169.186	346.872
ENST00000493883	ENSG00000160221	195.967	211.46	196.028	368.979	508.871	189.017
ENST00000480786	ENSG00000160221	217.08	326.985	312.525	463.342	296.638	212.869
ENST00000348499	ENSG00000160221	414.575	376.027	364.389	431.099	378.13	404.282
ENST00000389690	ENSG00000160221	300.693	230.048	225.269	191.482	201.881	325.572
ENST00000646873	ENSG00000160221	613.044	1366.664	402.371	542.796	541.167	406.856
ENST00000488392	ENSG00000160221	150.225	155.625	200.778	124.631	89.362	284.038
ENST00000419699	ENSG00000160221	326.919	173.6	222.892	406.117	188.993	190.171
ENST00000449622	ENSG00000160221	610.066	605.79	420.779	644.971	498.739	433.543
ENST00000642815	ENSG00000160221	119.478	299.94	120.641	135.359	225.152	135.694
ENST00000643466	ENSG00000160223	570	760	380	760	456	342
ENST00000344330	ENSG00000160223	440.946	229.923	200.557	215.165	490.49	162.998
ENST00000407780	ENSG00000160223	2179.78	1881.105	2185.931	1663.295	1964.185	2565.177
ENST00000400379	ENSG00000160223	1844.442	1199.981	1568.964	2487.281	1485.992	1904.626
ENST00000400377	ENSG00000160223	737.963	1743.804	724.226	687.769	1016.871	1091.18
ENST00000436357	ENSG00000142182	258.133	224.707	169.467	220.39	142.479	144.265
ENST00000270172	ENSG00000142182	455.619	823.033	462.901	754.555	538.818	568.722
ENST00000628202	ENSG00000142182	295.06	301.784	347.882	687.235	455.511	458.03
ENST00000431166	ENSG00000142182	426.436	640.059	175.055	321.214	169.703	189.336
ENST00000530812	ENSG00000160224	1569.065	1294.37	2652.536	1969.613	1154.747	1539.853
ENST00000527919	ENSG00000160224	538.067	1104.053	629.715	1419.219	584.622	1107.377
ENST00000291582	ENSG00000160224	403.169	639.162	518.696	1313.673	516.968	677.449
ENST00000397994	ENSG00000160224	330.44	452.886	288.542	414.574	289.886	461.705
ENST00000337909	ENSG00000160224	403.259	266.53	236.512	896.921	331.777	473.615
ENST00000349048	ENSG00000141959	1304.681	842.038	863.466	817.743	1078.179	805.045
ENST00000397961	ENSG00000141959	922.132	890.237	712.132	1272.536	1626.828	711.315
ENST00000496824	ENSG00000141959	649.591	366.365	401.366	555.551	548.351	342.188
ENST00000466134	ENSG00000141959	1586.334	2754.377	2150.027	2160.532	2756.197	1023.106
ENST00000628044	ENSG00000141959	0	0	0	0	0	0
ENST00000491298	ENSG00000141959	208.549	246.795	153.971	210.71	147.036	463.347
ENST00000474114	ENSG00000141959	1866.21	1511.834	2626.222	1596.608	1345.466	1801.211
ENST00000498841	ENSG00000141959	1278.318	1168.454	1954.05	1944.919	853.257	935.356
ENST00000460020	ENSG00000141959	279.74	163.372	285.187	272.405	189.711	278.275
ENST00000467315	ENSG00000141959	881.193	856.163	429.432	175.7	562.327	522.342
ENST00000460521	ENSG00000141959	911.486	739.905	845.171	1329.339	631.924	712.606
ENST00000495274	ENSG00000141959	315.765	252.459	323.977	456.957	173.725	298.208
ENST00000339818	ENSG00000160226	990.599	1290.887	552.427	415.551	1329.759	993.043
ENST00000470196	ENSG00000160226	399.828	315.179	116.678	330.236	398.709	189.038
ENST00000496321	ENSG00000160226	285.333	528.564	521.319	289.89	293.174	298.213
ENST00000462742	ENSG00000160226	1078.116	1631.603	2079.245	1242.884	2048.776	1084.409
ENST00000397956	ENSG00000160226	325.99	449.871	538.278	981.686	287.529	783.142
ENST00000325223	ENSG00000160226	565.788	408.185	467.507	237.075	375.193	193.518
ENST00000478674	ENSG00000160226	141.347	133.711	177.546	82.677	291.86	114.637
ENST00000300482	ENSG00000142185	1570.915	2926.67	1780.359	2359.457	1820.712	1481.792
ENST00000431901	ENSG00000142185	210.276	124.797	208.036	126.495	145.241	225.617
ENST00000397928	ENSG00000142185	1750.514	2467.204	1601.996	2116.194	3710.961	1374.7
ENST00000397932	ENSG00000142185	1530.243	1919.605	2137.051	1903.458	1233.731	895.682
ENST00000300481	ENSG00000142185	2509.604	1949.132	1600.572	3482.245	1564	1061.857
ENST00000498430	ENSG00000142185	1105.798	1075.058	1416.278	2969.905	1263.166	1461.2
ENST00000621064	ENSG00000142185	1008.076	258.271	521.192	994.667	659.789	436.127
ENST00000490982	ENSG00000142185	155.573	264.263	336.517	299.579	240.4	556.025
ENST00000291592	ENSG00000160233	1761	2641	1761	1408	1584	1056
ENST00000613245	ENSG00000175894	1200.836	1243.395	1310.617	879.161	1359.586	1182.407
ENST00000323084	ENSG00000175894	1237.751	1182.805	1413.796	974.579	1185.444	1042.414
ENST00000642437	ENSG00000175894	871.038	1089.178	662.107	754.355	766.773	1171.835
ENST00000397916	ENSG00000175894	404.375	744.623	1284.48	1279.904	972.197	378.344
ENST00000400375	ENSG00000215455	327	436	364	546	436	436
ENST00000391621	ENSG00000205445	518.034	686.138	413.899	517.419	206.247	517.097
ENST00000498210	ENSG00000205445	97.966	135.862	66.101	109.581	165.753	219.903
ENST00000391620	ENSG00000212935	436	291	436	582	232	582
ENST00000622352	ENSG00000215454	217.216	771.64	379.218	303.248	537.372	358.835
ENST00000400374	ENSG00000215454	749.106	412.615	497.112	479.668	999.927	614.818
ENST00000616689	ENSG00000215454	359.135	159.837	357.778	357.878	215.706	159.34
ENST00000400372	ENSG00000241123	310	345	276	207	207	517
ENST00000400368	ENSG00000188155	372.002	221.381	370.695	744.096	295.293	220.522
ENST00000609664	ENSG00000272804	942.413	713.609	469.648	284.44	709.281	282.541
ENST00000334662	ENSG00000187766	263	157	263	526	394	210
ENST00000397911	ENSG00000221837	524.382	353.157	522.812	320.666	421.042	518.197
ENST00000484861	ENSG00000221837	271.983	136.272	138.179	108.208	138.381	269.726
ENST00000616529	ENSG00000221837	166.635	107.571	148.009	214.126	365.577	157.077
ENST00000380095	ENSG00000221859	195.127	298.919	488.55	399.67	666.421	290.943
ENST00000334670	ENSG00000243489	296	371	222	742	556	742
ENST00000391618	ENSG00000212933	107	201	134	120	268	134
ENST00000397907	ENSG00000205439	98	184	73	73	98	147
ENST00000360770	ENSG00000221864	177	177	222	133	133	266
ENST00000391617	ENSG00000187175	211	105	158	264	158	158
ENST00000400365	ENSG00000189169	314	262	209	524	235	157
ENST00000618832	ENSG00000189169	102	102	170	170	76	170
ENST00000345496	ENSG00000184787	1570.364	975.883	997.497	1268.221	879.631	1215.216
ENST00000481546	ENSG00000184787	1985.984	1271.104	2626.45	1563.107	2577.225	1620.219
ENST00000497630	ENSG00000184787	244.492	444.107	532.53	275.607	546.366	232.122
ENST00000477954	ENSG00000184787	388.551	281.175	169.087	308.299	608.732	278.163
ENST00000491513	ENSG00000184787	170.131	350.338	418.097	318.712	452.727	451.417
ENST00000330942	ENSG00000184787	189.752	137.986	167.04	194.249	452.848	179.797
ENST00000478200	ENSG00000184787	284.526	157.666	108.187	172.97	375.07	119.701
ENST00000497664	ENSG00000184787	155.042	346.454	226.13	158.295	150.037	174.623
ENST00000462569	ENSG00000184787	228.128	134.24	183.44	277.83	136.281	344.511
ENST00000490450	ENSG00000184787	265.029	115.045	125.542	189.71	75.082	261.23
ENST00000496395	ENSG00000184787	129	129	68	68	129	68
ENST00000490091	ENSG00000184787	908	272	272	272	408	908
ENST00000397898	ENSG00000184900	1111.24	475.314	1156.588	805.224	1111.961	281.408
ENST00000332859	ENSG00000184900	294.697	555.216	829.985	453.419	433.01	371.021
ENST00000411651	ENSG00000184900	884.782	592.236	1124.679	585.08	497.633	727.524
ENST00000479153	ENSG00000184900	431.645	599.384	330.36	585.183	547.564	437.52
ENST00000397893	ENSG00000184900	156.713	124.709	187.188	234	155.091	312.465
ENST00000466861	ENSG00000184900	453.922	339.14	459.201	205.095	136.742	325.061
ENST00000397887	ENSG00000183255	1086.84	730.326	1373.3	662.436	1483.028	1035.005
ENST00000330938	ENSG00000183255	1370.526	1038.886	531.165	1140.617	698.024	1673.724
ENST00000445724	ENSG00000183255	782.303	702.301	950.829	1217.238	1492.515	480.718
ENST00000397886	ENSG00000183255	198.608	181.086	216.243	217.276	283.623	264.38
ENST00000474737	ENSG00000183255	156.174	155.344	207.934	103.976	138.99	138.981
ENST00000494690	ENSG00000183255	209.702	362.807	363.052	190.219	115.983	382.899
ENST00000480234	ENSG00000183255	119.846	106.25	96.477	236.239	93.836	171.294
ENST00000475170	ENSG00000160255	401.94	522.4	869.714	623.891	433.582	648.394
ENST00000397852	ENSG00000160255	972.868	1209.183	1119.183	1718.57	452.383	569.904
ENST00000397857	ENSG00000160255	1399.811	1061.795	689.728	714.403	1947.065	754.834
ENST00000397854	ENSG00000160255	783.36	730.181	1698.036	678.044	704.105	848.281
ENST00000498666	ENSG00000160255	2094.07	2161.079	2903.74	1157.787	1282.798	1271.799
ENST00000355153	ENSG00000160255	1048.443	752.817	376.648	742.667	807.7	601.004
ENST00000397850	ENSG00000160255	906.142	752.476	1154.504	691.437	1976.646	960.004
ENST00000523323	ENSG00000160255	666.948	1861.733	1459.804	1524.859	732.124	692.242
ENST00000302347	ENSG00000160255	1114.762	498.577	1236.902	864.25	789.765	847.575
ENST00000479202	ENSG00000160255	196.396	153.088	205.915	337.044	166.689	166.733
ENST00000320216	ENSG00000160255	394.852	387.039	417.317	308.013	437.404	641.828
ENST00000521987	ENSG00000160255	101.089	201.224	135.178	169.169	135.163	253.588
ENST00000523663	ENSG00000160255	394.327	309.198	117.967	173.928	150.958	189.227
ENST00000522931	ENSG00000160255	163.132	167.172	92.834	125.928	96.233	333.49
ENST00000517563	ENSG00000160255	107.49	125.363	204.917	127.458	336.093	140.45
ENST00000522688	ENSG00000160255	146.991	194.345	216.111	144.643	155.723	215.105
ENST00000520389	ENSG00000160255	136.898	348.901	101.271	134.362	138.651	142.168
ENST00000524251	ENSG00000160255	140.699	197.162	98.709	207.633	107.029	170.592
ENST00000517819	ENSG00000160255	158.99	120.456	329.456	161.734	318.352	263.339
ENST00000479849	ENSG00000160255	258.14	267.001	144.296	252.048	100.008	249.415
ENST00000397846	ENSG00000160255	148.558	127.933	112.652	191.371	128.786	128.03
ENST00000523126	ENSG00000160255	148.164	147.351	329.487	335.895	178.187	138.511
ENST00000521995	ENSG00000160255	112.92	166.186	205.441	320.649	202.941	160.91
ENST00000518033	ENSG00000160255	145.009	125.34	227.189	355.219	251.615	172.579
ENST00000291634	ENSG00000160256	410.093	222.816	403.005	595.097	176.119	244.107
ENST00000397826	ENSG00000160256	274.015	321.664	199.171	505.072	287.217	191.381
ENST00000458015	ENSG00000160256	384.639	144.088	293.807	188.707	285.505	273.752
ENST00000479127	ENSG00000160256	273.898	179.283	211.07	219.201	148.745	335.821
ENST00000485207	ENSG00000160256	148.355	96.148	217.947	116.923	235.414	295.939
ENST00000462214	ENSG00000197381	159.706	351.461	346.545	162.127	215.666	263.104
ENST00000460734	ENSG00000197381	760.201	912.082	760.759	683.064	608.616	1139.682
ENST00000437626	ENSG00000197381	1545.739	1989.867	1774.513	1743.767	1078.381	1568.445
ENST00000389861	ENSG00000197381	949.163	1969.62	1375.837	1029.078	2906.957	1467.042
ENST00000492414	ENSG00000197381	1385.977	927.23	2592.661	2138.139	1824.459	1776.855
ENST00000496664	ENSG00000197381	1564.375	1972.028	1774.198	1749.418	1081.208	1565.914
ENST00000389863	ENSG00000197381	1601.715	783.461	1191.133	971.149	1266.147	1346.722
ENST00000348831	ENSG00000197381	2089.846	971.436	1778.041	1691.755	3907.923	3025.096
ENST00000449478	ENSG00000197381	214.9	429.776	161.287	202.6	455.082	269.443
ENST00000464215	ENSG00000197381	63.628	243.906	178.544	101.882	121.672	95.431
ENST00000611195	ENSG00000197381	35.043	53.514	53.698	45.323	34.595	51.609
ENST00000629643	ENSG00000197381	1068.601	925.751	1744.431	1068.991	2099.713	1136.944
ENST00000360697	ENSG00000197381	1937.134	1977.345	1224.873	1070.998	3223.818	1923.361
ENST00000481022	ENSG00000197381	219.28	265.351	172.823	218.047	175.139	176.377
ENST00000631642	ENSG00000197381	188.693	181.171	188.658	189.662	149.624	60.973
ENST00000471540	ENSG00000186866	820.384	1145.917	999.694	999.955	1332.195	833.62
ENST00000331343	ENSG00000186866	841.194	1285.979	1310.543	923.022	1295.058	1779.912
ENST00000334538	ENSG00000186866	831.69	780.133	1588.64	839.687	855.789	825.698
ENST00000349485	ENSG00000186866	631.887	645.359	930.295	807.742	570.327	394.138
ENST00000612472	ENSG00000186866	687.951	1332.58	810.979	679.584	1637.732	533.745
ENST00000615172	ENSG00000186866	367.367	787.195	1323.482	1339.208	830.868	743.376
ENST00000485190	ENSG00000186866	132.246	228.65	361.214	237.532	236.414	259.333
ENST00000460932	ENSG00000186866	387.049	175.117	268.039	261.292	97.852	209.166
ENST00000463917	ENSG00000186866	144.664	291.482	96.538	141.845	138.192	83.094
ENST00000451615	ENSG00000186866	218.915	454.068	140.178	182.361	495.715	199.537
ENST00000493524	ENSG00000186866	582.102	340.842	547.886	332.062	201.722	234.447
ENST00000468360	ENSG00000186866	175.337	346.919	219.068	437.117	198.624	216.681
ENST00000493811	ENSG00000186866	356.977	160.736	95.131	97.199	331.066	260.207
ENST00000476653	ENSG00000186866	246.236	161.023	210.313	272.395	217.447	365.046
ENST00000400337	ENSG00000182871	1497.088	1547.232	1323.593	1626.878	1608.444	2313.742
ENST00000355480	ENSG00000182871	3397.497	3529.194	3669.54	3368.306	1242.527	3600.166
ENST00000359759	ENSG00000182871	2274.687	3967.535	2006.483	1789.57	1108.543	1589.13
ENST00000342220	ENSG00000182871	1210.555	1217.071	2085.275	2126.145	1156.004	891.199
ENST00000459895	ENSG00000182871	110.5	190.807	125.947	249.759	268.9	191.802
ENST00000423214	ENSG00000182871	151.869	485.916	245.857	245.662	283.099	342.038
ENST00000473212	ENSG00000182871	902.717	611.639	747.234	882.886	1479.629	723.361
ENST00000417954	ENSG00000173638	643.658	865.558	629.932	1592.459	2138.864	1057.445
ENST00000567670	ENSG00000173638	467.43	556.124	1351.351	678.16	474.682	550.63
ENST00000461785	ENSG00000173638	116	116	116	232	155	291
ENST00000468508	ENSG00000173638	937.39	960.455	816.097	443.389	459.406	400.036
ENST00000460174	ENSG00000173638	93.742	347.721	284.569	150.575	106.566	269.94
ENST00000311124	ENSG00000173638	1148.467	1021.59	1060.863	1141.366	1036.671	1834.872
ENST00000380010	ENSG00000173638	1113.062	354.11	413.16	517.179	852.671	601.708
ENST00000485649	ENSG00000173638	880.95	1127.165	287.548	570.09	360.498	774.744
ENST00000427839	ENSG00000173638	187.357	189.681	108.959	358.609	191.944	207.492
ENST00000443742	ENSG00000173638	436.106	208.529	180.846	238.15	263.333	289.061
ENST00000486303	ENSG00000173638	318	127	127	190	169	190
ENST00000528477	ENSG00000173638	138.924	256.673	154.747	107.814	105.217	350.634
ENST00000465077	ENSG00000183570	436	436	436	130	327	327
ENST00000400314	ENSG00000183570	603.215	1001.716	433.938	1410.389	731.886	1344.175
ENST00000472191	ENSG00000183570	114	114	76	114	95	114
ENST00000594149	ENSG00000183570	308.161	184.631	208.96	164.565	309.826	124.339
ENST00000628776	ENSG00000183570	216.76	196.89	193.864	372.931	149.02	449.321
ENST00000593338	ENSG00000183570	191.888	85.001	171.769	181.485	155.534	159.061
ENST00000609985	ENSG00000183570	409.875	429.363	187.463	364.241	238.279	233.247
ENST00000594320	ENSG00000183570	322.752	174.691	193.193	244.222	406.146	207.946
ENST00000610200	ENSG00000183570	176.852	226.91	136.383	132.067	267.606	181.959
ENST00000423045	ENSG00000183570	211.713	285.514	215.368	214.49	423.589	209.127
ENST00000400310	ENSG00000183570	441.201	1273.368	772.394	871.217	448.283	380.671
ENST00000400309	ENSG00000183570	398.938	986.097	586.914	589.384	341.903	565.069
ENST00000400308	ENSG00000183570	1245.405	348.965	413.149	485.609	909.047	714.301
ENST00000449640	ENSG00000183570	474.328	421.957	460.787	538.234	726.428	292.791
ENST00000481302	ENSG00000183570	85	286	85	114	128	286
ENST00000498121	ENSG00000183570	435.603	175.895	438.521	448.501	271.822	295.969
ENST00000549265	ENSG00000183570	65	58	65	87	43	109
ENST00000400305	ENSG00000183570	480.602	569.619	829.332	978.362	275.923	782.869
ENST00000400304	ENSG00000183570	188.747	162.824	426.315	319.863	210.708	311.669
ENST00000468429	ENSG00000183570	509.537	187.922	476.204	233.098	169.731	204.798
ENST00000475402	ENSG00000183570	168.424	114.638	215.446	329.342	127.269	163.689
ENST00000361866	ENSG00000142156	1500.438	1959.151	1166.379	1417.283	1794.683	847.148
ENST00000612273	ENSG00000142156	806.019	818.555	1616.784	1955.612	1541.497	1393.71
ENST00000492851	ENSG00000142156	78	260	156	156	260	78
ENST00000466285	ENSG00000142156	180	300	135	300	180	120
ENST00000463060	ENSG00000142156	383.74	162.592	245.532	158.177	212.883	381.709
ENST00000498614	ENSG00000142156	1064.64	460.011	733.616	1575.654	866.287	1401.051
ENST00000486023	ENSG00000142156	346.163	295.692	284.689	284.274	268.651	234.382
ENST00000300527	ENSG00000142173	682.234	1513.956	875.459	1237.111	647.938	2155.666
ENST00000310645	ENSG00000142173	1393.511	2031.592	1054.724	600.791	734.526	1265.806
ENST00000436769	ENSG00000142173	340.55	246.155	280.201	421.166	220.124	235.728
ENST00000409416	ENSG00000142173	1520.752	1380.402	1442.585	871.517	860.37	1085.114
ENST00000397763	ENSG00000142173	1200.36	881.22	758.977	1359.425	1873.41	907.249
ENST00000460886	ENSG00000142173	110	82	138	92	110	110
ENST00000485591	ENSG00000142173	205.73	207.977	474.378	138.501	342.057	141.981
ENST00000413758	ENSG00000142173	221.864	164.698	176.677	210.489	291.576	322.457
ENST00000483568	ENSG00000160282	95.749	104.063	89.554	109.322	109.108	79.057
ENST00000460011	ENSG00000160282	728.427	221.318	212.753	324.539	331.975	221.715
ENST00000498355	ENSG00000160282	718.687	802.509	452.281	1139.103	880.495	664.352
ENST00000291670	ENSG00000160282	495.171	834.919	668.423	386.197	377.583	566.881
ENST00000397748	ENSG00000160282	370.321	1147.445	829.426	1224.057	492.763	310.418
ENST00000446405	ENSG00000160282	158.093	128.836	191.247	105.829	135.555	114.183
ENST00000397746	ENSG00000160282	1032.939	503.633	498.494	349.157	386.65	619.875
ENST00000397743	ENSG00000160282	684.779	1047.586	486.632	853.376	1138.227	835.822
ENST00000494498	ENSG00000160282	240.828	237.685	258.188	314.414	265.167	311.689
ENST00000488577	ENSG00000160282	160.006	134.007	107.001	160.005	201.017	120.01
ENST00000480950	ENSG00000160282	76	190	85	190	76.301	57.388
ENST00000469240	ENSG00000160282	164	274	164	204	123.16	273.61
ENST00000330205	ENSG00000160284	419.779	448.031	335.071	413.262	468.832	401.283
ENST00000291672	ENSG00000160284	627.221	1359.969	640.929	633.738	578.168	853.717
ENST00000356396	ENSG00000160285	1006.816	1335.774	805.789	892.994	689.279	883.741
ENST00000491729	ENSG00000160285	560.631	488.943	980.981	545.035	1353.378	720.527
ENST00000397728	ENSG00000160285	965.27	1189.995	1308.913	1614.315	1743.817	2213.521
ENST00000419093	ENSG00000160285	164.676	156.593	149.087	189.098	192.564	93.269
ENST00000457828	ENSG00000160285	914.656	1171.356	1965.39	1442.782	913.013	2009.606
ENST00000474319	ENSG00000160285	1340.728	972.427	1290.165	1031.673	849.006	993.995
ENST00000522411	ENSG00000160285	527.814	1152.803	479.2	1413.95	1512.598	767.001
ENST00000484808	ENSG00000160285	75	75	75	112	112	45
ENST00000464357	ENSG00000160285	246.621	430.596	321.8	420.166	289.576	613.503
ENST00000450351	ENSG00000160285	454.594	196.189	306.006	179.247	225.639	137.988
ENST00000472272	ENSG00000160285	122.194	103.325	343.67	261.739	364.13	114.849
ENST00000291688	ENSG00000160294	1250.722	1703.337	1524.059	1300.638	2152.784	1710.337
ENST00000467026	ENSG00000160294	487.161	811.833	679.905	1221.748	853.849	1247.901
ENST00000496607	ENSG00000160294	1105.666	758.035	2446.864	1479.526	1131.849	953.242
ENST00000486937	ENSG00000160294	1116.067	1960.414	1122.266	1312.884	2103.189	2773.43
ENST00000397708	ENSG00000160294	1350.274	1725.644	1814.574	2109.653	2411.872	1623.769
ENST00000481113	ENSG00000160294	204.408	270.763	407.003	124.478	219.078	330.713
ENST00000494755	ENSG00000160294	309.092	184.148	151.083	240.141	418.835	188.222
ENST00000479557	ENSG00000160294	129.339	64.992	163.61	109.886	217.575	162.157
ENST00000426537	ENSG00000160294	155.271	240.834	164.637	150.047	212.968	326.229
ENST00000495475	ENSG00000160294	90	60	36	89	36	120
ENST00000397701	ENSG00000182362	351.548	180.411	310.224	192.999	143.497	259.445
ENST00000468924	ENSG00000182362	507.711	381.699	540.022	334.912	234.946	562.887
ENST00000397694	ENSG00000182362	158.931	140.616	193.187	151.787	133.815	100.174
ENST00000329319	ENSG00000182362	291.19	250.812	141.432	231.36	583.107	320.327
ENST00000339195	ENSG00000182362	537.609	325.408	168.296	178.705	279.171	234.663
ENST00000397692	ENSG00000182362	127.037	159.023	79.355	200.957	81.862	100.976
ENST00000492864	ENSG00000182362	693.625	595.296	523.835	234.631	404.317	600.121
ENST00000397691	ENSG00000182362	249.349	181.735	250.648	302.649	173.285	119.408
ENST00000491666	ENSG00000160298	372.484	220.436	743.82	246.229	379.554	736.061
ENST00000397683	ENSG00000160298	537.875	978.277	318.989	322.222	299.961	307.183
ENST00000417060	ENSG00000160298	451.197	639.558	387.817	271.335	370.449	486.812
ENST00000397682	ENSG00000160298	1253.404	906.5	754.47	1715.641	1782.659	1681.791
ENST00000291691	ENSG00000160298	951.826	848.309	710.066	1906.527	1796.622	723.486
ENST00000397679	ENSG00000160298	1028.622	1014.214	795.63	702.928	755.283	547.834
ENST00000397680	ENSG00000160298	559.785	455.495	589.62	1523.066	903.464	649.49
ENST00000472607	ENSG00000160298	153.195	457.052	267.264	144.881	333.381	341.546
ENST00000445935	ENSG00000160298	1186.065	334.721	1114.858	436.391	826.234	562.291
ENST00000475776	ENSG00000160298	1002.546	374.439	838.467	530.78	775.394	865.505
ENST00000359568	ENSG00000160299	2528.017	2601.471	4765.407	2142	3326.497	2994.157
ENST00000490468	ENSG00000160299	635.501	869.74	351.459	388.903	357.379	427.712
ENST00000480896	ENSG00000160299	1876.024	3054.223	1880.503	4137.61	2928.81	2384.237
ENST00000466474	ENSG00000160299	200.705	561.498	160.718	529.441	343.394	217.082
ENST00000483844	ENSG00000160299	278.437	121.45	339.692	437.478	252.546	335.518
ENST00000482575	ENSG00000160299	111.761	203.842	165.301	153.687	142.36	93.135
ENST00000418394	ENSG00000160299	150.554	276.777	163.601	371.881	264.014	225.158
ENST00000465356	ENSG00000160299	138	345	229.319	207	345	184
